method,split,seed,extractor,evidence_status,metric,value,condition
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
ordinary_jepa,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,blur
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
ordinary_jepa,development,29,vitpose_base,automated-source-screen,missing_rate,0.0,blur
ordinary_jepa,development,43,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
ordinary_jepa,development,43,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
ordinary_jepa,development,43,vitpose_base,automated-source-screen,missing_rate,0.0,blur
paired_jepa,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
paired_jepa,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
paired_jepa,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,blur
paired_jepa,development,29,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
paired_jepa,development,29,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
paired_jepa,development,29,vitpose_base,automated-source-screen,missing_rate,0.0,blur
paired_jepa,development,43,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
paired_jepa,development,43,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
paired_jepa,development,43,vitpose_base,automated-source-screen,missing_rate,0.0,blur
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
shuffled_jepa,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,blur
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
shuffled_jepa,development,29,vitpose_base,automated-source-screen,missing_rate,0.0,blur
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
shuffled_jepa,development,43,vitpose_base,automated-source-screen,missing_rate,0.0,blur
smoothnet,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
smoothnet,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
smoothnet,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,blur
smoothnet,development,29,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
smoothnet,development,29,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
smoothnet,development,29,vitpose_base,automated-source-screen,missing_rate,0.0,blur
smoothnet,development,43,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
smoothnet,development,43,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
smoothnet,development,43,vitpose_base,automated-source-screen,missing_rate,0.0,blur
static,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
static,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
static,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,blur
static,development,29,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
static,development,29,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
static,development,29,vitpose_base,automated-source-screen,missing_rate,0.0,blur
static,development,43,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
static,development,43,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
static,development,43,vitpose_base,automated-source-screen,missing_rate,0.0,blur
unchanged,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
unchanged,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
unchanged,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,blur
unchanged,development,29,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
unchanged,development,29,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
unchanged,development,29,vitpose_base,automated-source-screen,missing_rate,0.0,blur
unchanged,development,43,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
unchanged,development,43,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
unchanged,development,43,vitpose_base,automated-source-screen,missing_rate,0.0,blur
coordinate,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.00965936582526468,blur
coordinate,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.008604879493382497,blur
coordinate,development,17,vitpose_base,automated-source-screen,displacement_nle,0.010796251239829555,blur
coordinate,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.009735810768945093,blur
coordinate,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.008667125667464432,blur
coordinate,development,29,vitpose_base,automated-source-screen,displacement_nle,0.010936009493656135,blur
coordinate,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.00977595703460971,blur
coordinate,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.008712622867655848,blur
coordinate,development,43,vitpose_base,automated-source-screen,displacement_nle,0.010931526326119713,blur
direct,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.008536705396672159,blur
direct,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.007503538020944659,blur
direct,development,17,vitpose_base,automated-source-screen,displacement_nle,0.009414072228923978,blur
direct,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.008436132870699551,blur
direct,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.0074311492322194014,blur
direct,development,29,vitpose_base,automated-source-screen,displacement_nle,0.009437708568356351,blur
direct,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.008387900685040302,blur
direct,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.007432505427639827,blur
direct,development,43,vitpose_base,automated-source-screen,displacement_nle,0.00912604190065974,blur
filter0,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009631785143717028,blur
filter0,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.00866421465592071,blur
filter0,development,17,vitpose_base,automated-source-screen,displacement_nle,0.011027289386020659,blur
filter0,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.00963178514371707,blur
filter0,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.008664214655920759,blur
filter0,development,29,vitpose_base,automated-source-screen,displacement_nle,0.011027289386020711,blur
filter0,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.00963178514371707,blur
filter0,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.008664214655920759,blur
filter0,development,43,vitpose_base,automated-source-screen,displacement_nle,0.011027289386020711,blur
filter1,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.008592642351445034,blur
filter1,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.00848181404976831,blur
filter1,development,17,vitpose_base,automated-source-screen,displacement_nle,0.01065133550174711,blur
filter1,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.008592642351445079,blur
filter1,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.008481814049768364,blur
filter1,development,29,vitpose_base,automated-source-screen,displacement_nle,0.010651335501747157,blur
filter1,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.008592642351445079,blur
filter1,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.008481814049768364,blur
filter1,development,43,vitpose_base,automated-source-screen,displacement_nle,0.010651335501747157,blur
filter2,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.008415381474675297,blur
filter2,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.008602535454193254,blur
filter2,development,17,vitpose_base,automated-source-screen,displacement_nle,0.010648422240599,blur
filter2,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.008415381474675344,blur
filter2,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.008602535454193308,blur
filter2,development,29,vitpose_base,automated-source-screen,displacement_nle,0.010648422240599056,blur
filter2,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.008415381474675344,blur
filter2,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.008602535454193308,blur
filter2,development,43,vitpose_base,automated-source-screen,displacement_nle,0.010648422240599056,blur
initialized,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009619779569047457,blur
initialized,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.008459228355815293,blur
initialized,development,17,vitpose_base,automated-source-screen,displacement_nle,0.01101099259899739,blur
initialized,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.009568309639114796,blur
initialized,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.008415982811156868,blur
initialized,development,29,vitpose_base,automated-source-screen,displacement_nle,0.010984961041128973,blur
initialized,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.009620322487928944,blur
initialized,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.008455539777164098,blur
initialized,development,43,vitpose_base,automated-source-screen,displacement_nle,0.011002668920114375,blur
joint_affine,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009621519912153834,blur
joint_affine,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.008751327303661398,blur
joint_affine,development,17,vitpose_base,automated-source-screen,displacement_nle,0.010868698827603971,blur
joint_affine,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.009621519912153834,blur
joint_affine,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.008751327303661398,blur
joint_affine,development,29,vitpose_base,automated-source-screen,displacement_nle,0.010868698827603971,blur
joint_affine,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.009621519912153834,blur
joint_affine,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.008751327303661398,blur
joint_affine,development,43,vitpose_base,automated-source-screen,displacement_nle,0.010868698827603971,blur
joint_offset,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009631785169036882,blur
joint_offset,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.008664214572056272,blur
joint_offset,development,17,vitpose_base,automated-source-screen,displacement_nle,0.01102728939224269,blur
joint_offset,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.009631785169036882,blur
joint_offset,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.008664214572056272,blur
joint_offset,development,29,vitpose_base,automated-source-screen,displacement_nle,0.01102728939224269,blur
joint_offset,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.009631785169036882,blur
joint_offset,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.008664214572056272,blur
joint_offset,development,43,vitpose_base,automated-source-screen,displacement_nle,0.01102728939224269,blur
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009543103595918572,blur
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.008333337054907991,blur
ordinary_jepa,development,17,vitpose_base,automated-source-screen,displacement_nle,0.01091304250105598,blur
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.009608761025968277,blur
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.008415788160442835,blur
ordinary_jepa,development,29,vitpose_base,automated-source-screen,displacement_nle,0.010990604979335992,blur
ordinary_jepa,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.009605295330002034,blur
ordinary_jepa,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.0083917900100554,blur
ordinary_jepa,development,43,vitpose_base,automated-source-screen,displacement_nle,0.010981906210073729,blur
paired_jepa,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009590289219610831,blur
paired_jepa,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.008452863192136787,blur
paired_jepa,development,17,vitpose_base,automated-source-screen,displacement_nle,0.010969373710570475,blur
paired_jepa,development,29,hrnet_w32,automated-source-screen,displacement_nle,0.009570614602112816,blur
paired_jepa,development,29,rtmpose_m,automated-source-screen,displacement_nle,0.008439157726190227,blur
paired_jepa,development,29,vitpose_base,automated-source-screen,displacement_nle,0.010946794063176188,blur
paired_jepa,development,43,hrnet_w32,automated-source-screen,displacement_nle,0.009590312421722175,blur
paired_jepa,development,43,rtmpose_m,automated-source-screen,displacement_nle,0.008428487773028086,blur
paired_jepa,development,43,vitpose_base,automated-source-screen,displacement_nle,0.010974621785860348,blur
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,displacement_nle,0.009595457781024755,blur
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,displacement_nle,0.008460811824430375,blur
