relative_path,source_dataset,parent_path,subject_id_candidate,motion_id,sha256,npz_keys,num_frames,pose_width,trans_frames,trans_width,mocap_framerate,gender,status,error
ACCAD/Female1Walking_c3d/B9 - walk turn left (90)_poses.npz,ACCAD,ACCAD/Female1Walking_c3d,ACCAD::Female1Walking_c3d,B9 - walk turn left (90),007c9c65fe7aabd228d17dfb423fe9caa213530f5cb25c5c7ae454f51aab7d70,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",852,156,852,3,120.0,female,ok,
ACCAD/Male1General_c3d/General A1 - Stand_poses.npz,ACCAD,ACCAD/Male1General_c3d,ACCAD::Male1General_c3d,General A1 - Stand,5f59e72effab914097d5ab99a8b4750bc92df8c2b28ed4987b7b75e77f05d27d,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",745,156,745,3,120.0,male,ok,
ACCAD/Male1General_c3d/General A10 -  Lie Down to Crouch_poses.npz,ACCAD,ACCAD/Male1General_c3d,ACCAD::Male1General_c3d,General A10 -  Lie Down to Crouch,3f251c362d1cb71772d7ba1800b256716bbcfbe35437020f9db9ad9f0e13bde5,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",903,156,903,3,120.0,male,ok,
ACCAD/Male1General_c3d/General A11 -   Military Crawl Forward_poses.npz,ACCAD,ACCAD/Male1General_c3d,ACCAD::Male1General_c3d,General A11 -   Military Crawl Forward,8f919f8879dec5fea657e660baaad0950f5079744804a9c76192c21b4ae27be1,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1274,156,1274,3,120.0,male,ok,
ACCAD/Male1General_c3d/General A12 -   Military Crawl Backwards_poses.npz,ACCAD,ACCAD/Male1General_c3d,ACCAD::Male1General_c3d,General A12 -   Military Crawl Backwards,b6ff8cbe05b537ca6951decc770c92ea927f42805befb7832bc57e0bc7453934,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1974,156,1974,3,120.0,male,ok,
ACCAD/Male1General_c3d/General A2 - Sway t2_poses.npz,ACCAD,ACCAD/Male1General_c3d,ACCAD::Male1General_c3d,General A2 - Sway t2,0d41b99efb9471a8d968c86cc9a38c507dc9886213316ae4024eb7c74ba403b8,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1124,156,1124,3,120.0,male,ok,
ACCAD/Male1General_c3d/General A2 - Sway t3_poses.npz,ACCAD,ACCAD/Male1General_c3d,ACCAD::Male1General_c3d,General A2 - Sway t3,fc84f53bfcab6661cd3494c18cb07ae6ef6ee307f0689e14f64cd189fb163e98,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1166,156,1166,3,120.0,male,ok,
ACCAD/Male1General_c3d/General A2 - Sway_poses.npz,ACCAD,ACCAD/Male1General_c3d,ACCAD::Male1General_c3d,General A2 - Sway,03ca09278882d39134c9a656a6f3cbfd00824131b5850f4002dc6e9942a71d9f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1084,156,1084,3,120.0,male,ok,
ACCAD/Male1General_c3d/General A3 - Swing Arms While Stand_poses.npz,ACCAD,ACCAD/Male1General_c3d,ACCAD::Male1General_c3d,General A3 - Swing Arms While Stand,20f40cd09d4643784f8d3bd68173f875cb36c12c424a55924c860a8c597be376,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",688,156,688,3,120.0,male,ok,
ACCAD/Male1General_c3d/General A4 - Look Around_poses.npz,ACCAD,ACCAD/Male1General_c3d,ACCAD::Male1General_c3d,General A4 - Look Around,d3111577d94cc1a662923a100a6f321e9f35e6b7ec33e029147f71f4eb34f8ef,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1913,156,1913,3,120.0,male,ok,
ACCAD/Male1General_c3d/General A5 - Pick Up Box_poses.npz,ACCAD,ACCAD/Male1General_c3d,ACCAD::Male1General_c3d,General A5 - Pick Up Box,b1ad5bee0f7cad13adfc3dff72f544e2196c04114f1b883df78c5594a320baa0,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",564,156,564,3,120.0,male,ok,
ACCAD/Male1General_c3d/General A6 - Lift Box_poses.npz,ACCAD,ACCAD/Male1General_c3d,ACCAD::Male1General_c3d,General A6 - Lift Box,89cfd46c86462bb4d6aaf4dda8a0b4971c0fa7f65023216519edcd11955f2cc4,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",592,156,592,3,120.0,male,ok,
ACCAD/Male1General_c3d/General A7 - Crouch_poses.npz,ACCAD,ACCAD/Male1General_c3d,ACCAD::Male1General_c3d,General A7 - Crouch,97f95c4c8f286a776e920d5b31c5dc258f64e00e4d1722b7361063646a6e00f5,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",717,156,717,3,120.0,male,ok,
ACCAD/Male1General_c3d/General A8 -  Crourch to Lie (forward)_poses.npz,ACCAD,ACCAD/Male1General_c3d,ACCAD::Male1General_c3d,General A8 -  Crourch to Lie (forward),7289af0eefa493f7a1976bc96a12c54adc170ed5f3596963d8b0ded2367bac86,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",792,156,792,3,120.0,male,ok,
ACCAD/Male1General_c3d/General A8 - Crouch to Lie Down_poses.npz,ACCAD,ACCAD/Male1General_c3d,ACCAD::Male1General_c3d,General A8 - Crouch to Lie Down,cab23c90ea7375f93f6f5ae1bc2e1ccd40f9a04d66a83f15eaf70be62c9c919c,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",947,156,947,3,120.0,male,ok,
ACCAD/Male1General_c3d/General A9 -   Lie (forward) t2_poses.npz,ACCAD,ACCAD/Male1General_c3d,ACCAD::Male1General_c3d,General A9 -   Lie (forward) t2,fef7ad356509384bc6bc0f659aa298bf1b73dae9d50e12ef21ccfead5f0d5fcc,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",993,156,993,3,120.0,male,ok,
ACCAD/Male1General_c3d/General A9 -   Lie (forward)_poses.npz,ACCAD,ACCAD/Male1General_c3d,ACCAD::Male1General_c3d,General A9 -   Lie (forward),e10fbe90516ead5b21287850bc708a329aff3d71b5a8a586c0e657df92b61026,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",283,156,283,3,120.0,male,ok,
ACCAD/Male1General_c3d/General A9 -  Lie Down_poses.npz,ACCAD,ACCAD/Male1General_c3d,ACCAD::Male1General_c3d,General A9 -  Lie Down,2655a83a395206258de4e126084e4dddede278e4886555e6239c681c0162063e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1395,156,1395,3,120.0,male,ok,
ACCAD/Male1Running_c3d/Run C24 - quick side step left_poses.npz,ACCAD,ACCAD/Male1Running_c3d,ACCAD::Male1Running_c3d,Run C24 - quick side step left,b5f5d4048dabb2d765ba9255b0f8d23840f96b32eefe6c6ef40479b53f347844,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",356,156,356,3,120.0,male,ok,
ACCAD/Male1Running_c3d/Run C25 - quick side step right_poses.npz,ACCAD,ACCAD/Male1Running_c3d,ACCAD::Male1Running_c3d,Run C25 - quick side step right,9af31b9c6b15ae7fb7124b970d87e4b38a43c1ce1bed17cf51515312b397c0c3,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",398,156,398,3,120.0,male,ok,
ACCAD/Male1Walking_c3d/Male1 Cal_poses.npz,ACCAD,ACCAD/Male1Walking_c3d,ACCAD::Male1Walking_c3d,Male1 Cal,2c2949cf15cd71d39539acef63526a897ecae88572572c34f30a3dcd5f0da0eb,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",360,156,360,3,120.0,male,ok,
ACCAD/Male1Walking_c3d/Walk B10 - Walk turn left 45_poses.npz,ACCAD,ACCAD/Male1Walking_c3d,ACCAD::Male1Walking_c3d,Walk B10 - Walk turn left 45,edb4f849f8a632190889701c4b9fbd12af48f518484edb68c883faff73984b03,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1011,156,1011,3,120.0,male,ok,
ACCAD/Male1Walking_c3d/Walk B13 - Walk turn right 45_poses.npz,ACCAD,ACCAD/Male1Walking_c3d,ACCAD::Male1Walking_c3d,Walk B13 - Walk turn right 45,1c834f2078fba68dfe3b1b444e08b8e729abdf1c52d85b60ea74caafc46e389d,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1116,156,1116,3,120.0,male,ok,
ACCAD/Male1Walking_c3d/Walk B15 - Walk turn around_poses.npz,ACCAD,ACCAD/Male1Walking_c3d,ACCAD::Male1Walking_c3d,Walk B15 - Walk turn around,d52a0127086fe0564c7dfbefe4aea180e246bcf1ba68c9aeb89ec68d2da49ee3,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1367,156,1367,3,120.0,male,ok,
ACCAD/Male1Walking_c3d/Walk B16 - Walk turn change_poses.npz,ACCAD,ACCAD/Male1Walking_c3d,ACCAD::Male1Walking_c3d,Walk B16 - Walk turn change,42cc07cc01eb96130cab68d73693e36f1c224b5d37501ae3b2bac938445ce6a8,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1454,156,1454,3,120.0,male,ok,
ACCAD/Male1Walking_c3d/Walk B17 - Walk 2 hop 2 walk_poses.npz,ACCAD,ACCAD/Male1Walking_c3d,ACCAD::Male1Walking_c3d,Walk B17 - Walk 2 hop 2 walk,29e77013ad3cf3a38c1efe81fe34adfb835d3247eccf749d6bd28f50e43b8b2f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",979,156,979,3,120.0,male,ok,
ACCAD/Male1Walking_c3d/Walk B21 - Put Down Box to walk_poses.npz,ACCAD,ACCAD/Male1Walking_c3d,ACCAD::Male1Walking_c3d,Walk B21 - Put Down Box to walk,550df3498a62eed63e86486b8dc7607a3dd5bc51ff95f40d0a1b7eb9dee005b3,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",835,156,835,3,120.0,male,ok,
ACCAD/Male1Walking_c3d/Walk B22 - Side step left_poses.npz,ACCAD,ACCAD/Male1Walking_c3d,ACCAD::Male1Walking_c3d,Walk B22 - Side step left,cb52975888242ccdcb6be7ac64355e912111ead358b37ba3bedeb3c85b3a7f7a,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",555,156,555,3,120.0,male,ok,
ACCAD/Male1Walking_c3d/Walk B23 - Side step right_poses.npz,ACCAD,ACCAD/Male1Walking_c3d,ACCAD::Male1Walking_c3d,Walk B23 - Side step right,9b9d142e72fa038c73979d23fb1efc54a672a41d7c21ab2c3ca029cda0611d40,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",430,156,430,3,120.0,male,ok,
ACCAD/Male1Walking_c3d/Walk B4 - Stand to Walk Back_poses.npz,ACCAD,ACCAD/Male1Walking_c3d,ACCAD::Male1Walking_c3d,Walk B4 - Stand to Walk Back,eed3d48a4d23dc657f05af67c7deedae6a5ac83c4eeccba7961c7c21ebbb1a68,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1555,156,1555,3,120.0,male,ok,
ACCAD/Male2General_c3d/A1- Stand_poses.npz,ACCAD,ACCAD/Male2General_c3d,ACCAD::Male2General_c3d,A1- Stand,7f72022b2adc86b16bc7e2768cf1208a7cd35f877484de67478f5a8a2887fc31,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",457,156,457,3,120.0,male,ok,
ACCAD/Male2General_c3d/A10- Lie to crouch_poses.npz,ACCAD,ACCAD/Male2General_c3d,ACCAD::Male2General_c3d,A10- Lie to crouch,ea194c34825502f5d1a75b1cfa493484381fe5e1433702b9396f0946b2147ca1,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",569,156,569,3,120.0,male,ok,
ACCAD/Male2General_c3d/A11- Crawl_poses.npz,ACCAD,ACCAD/Male2General_c3d,ACCAD::Male2General_c3d,A11- Crawl,68b226230687413762cfd018ca4d550daac9a18f7b0e47d25032ce01bb65c1c8,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1597,156,1597,3,120.0,male,ok,
ACCAD/Male2General_c3d/A12- Crawl Backwards_poses.npz,ACCAD,ACCAD/Male2General_c3d,ACCAD::Male2General_c3d,A12- Crawl Backwards,9d3560c60686c3f0a5b4ad16e4931336b24a1879df0cc3a2b084e2526ef7c6e1,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2041,156,2041,3,120.0,male,ok,
ACCAD/Male2General_c3d/A2- Sway_poses.npz,ACCAD,ACCAD/Male2General_c3d,ACCAD::Male2General_c3d,A2- Sway,28737bae12da74504302d0f259617721069f9fb5fa5f5fc756a9fe995dddeafb,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1280,156,1280,3,120.0,male,ok,
ACCAD/Male2General_c3d/A3- Swing arms_poses.npz,ACCAD,ACCAD/Male2General_c3d,ACCAD::Male2General_c3d,A3- Swing arms,0763696312dd50c33cbf0ba267a3b600fe799b435bba61da312588a515f9a918,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1279,156,1279,3,120.0,male,ok,
ACCAD/Male2General_c3d/A4- Look Around_poses.npz,ACCAD,ACCAD/Male2General_c3d,ACCAD::Male2General_c3d,A4- Look Around,1c09eef55f4045327dddffa5bcab69fecdb37ab8c5daa40055b8079e2041867e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1926,156,1926,3,120.0,male,ok,
ACCAD/Male2General_c3d/A5- Pick up box_poses.npz,ACCAD,ACCAD/Male2General_c3d,ACCAD::Male2General_c3d,A5- Pick up box,d372a3e47bc5624b6ab9944fc142261c4593d001a304d7f5cbb984a8744b1aaa,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",718,156,718,3,120.0,male,ok,
ACCAD/Male2General_c3d/A6- Box lift_poses.npz,ACCAD,ACCAD/Male2General_c3d,ACCAD::Male2General_c3d,A6- Box lift,8133612b66e128e31099e24d34764acc90315859f330c8077293618e32fd9140,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1331,156,1331,3,120.0,male,ok,
ACCAD/Male2General_c3d/A7- Crouch_poses.npz,ACCAD,ACCAD/Male2General_c3d,ACCAD::Male2General_c3d,A7- Crouch,7547de895001ce07ce611377add676210ceebcda91d13c41f3d53d2d88b9dbdf,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",530,156,530,3,120.0,male,ok,
ACCAD/Male2General_c3d/A8- Crouch to Lie_poses.npz,ACCAD,ACCAD/Male2General_c3d,ACCAD::Male2General_c3d,A8- Crouch to Lie,7c9f893ed617dbfd8e9b5ba974c0132fb4ea00eacda750c43afc96e4c6c7d4ee,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",688,156,688,3,120.0,male,ok,
ACCAD/Male2General_c3d/A9- Lie_poses.npz,ACCAD,ACCAD/Male2General_c3d,ACCAD::Male2General_c3d,A9- Lie,29f51440cf5f16b40464dfdd1877bea595c1543963371a098c34037c53f4412d,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",374,156,374,3,120.0,male,ok,
ACCAD/Male2General_c3d/male2 Calibration_poses.npz,ACCAD,ACCAD/Male2General_c3d,ACCAD::Male2General_c3d,male2 Calibration,28839c272fa2a22a540a9296faf98d79bb8306ea277c00299c73b4482c87e360,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",360,156,360,3,120.0,male,ok,
ACCAD/Male2MartialArtsExtended_c3d/Extended 1_poses.npz,ACCAD,ACCAD/Male2MartialArtsExtended_c3d,ACCAD::Male2MartialArtsExtended_c3d,Extended 1,48652a3a124f89b84b702368bd48842b55e61b4a697bc0c94244309f38fecc2c,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2408,156,2408,3,120.0,male,ok,
ACCAD/Male2MartialArtsExtended_c3d/Extended 2_poses.npz,ACCAD,ACCAD/Male2MartialArtsExtended_c3d,ACCAD::Male2MartialArtsExtended_c3d,Extended 2,735fb36d40fbbaf36a64bec14410903af36eec41410fdee7f0295a62bee25b19,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2128,156,2128,3,120.0,male,ok,
ACCAD/Male2MartialArtsExtended_c3d/Extended 3_poses.npz,ACCAD,ACCAD/Male2MartialArtsExtended_c3d,ACCAD::Male2MartialArtsExtended_c3d,Extended 3,9f8983a070cce34988221b5f4f3ff57d2ed348188288ae68b66342389a7ecbbc,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",6361,156,6361,3,120.0,male,ok,
ACCAD/Male2MartialArtsExtended_c3d/Form 1_poses.npz,ACCAD,ACCAD/Male2MartialArtsExtended_c3d,ACCAD::Male2MartialArtsExtended_c3d,Form 1,f63859254077feb1ea2f877adb8bca9c9ff84830ab3ee20dfc7b91dd7a1ce2e0,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2222,156,2222,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G10-  roundhouse leading left_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G10-  roundhouse leading left,ef428f478d745697a71d3163c9d0f9c7ee8d1f2f0a940913ebaada1ad7d7352e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",314,156,314,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G11-  roundhouse leading right_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G11-  roundhouse leading right,92950a810406fc8a9451e12dabe916b5baeb7e5ac4e574c4d09211f92d1c9fe5,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",400,156,400,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G12-  cresent left_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G12-  cresent left,7996c374038dd6464da8d34ed6ac333ca181501b866259999521be78d6c8b3db,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",331,156,331,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G13-  cresent right_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G13-  cresent right,90c0a972c50ca22bb4d0b78d5e3ba70d2c73fd0a099a0e230827ab2c206b9a73,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",312,156,312,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G14-  roundhouse body left_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G14-  roundhouse body left,7b5cb9c4452d8b4a317eb2831ca89c06dff0e877b432f51d0588895a6aaa18bb,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",327,156,327,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G15-  roundhouse body right_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G15-  roundhouse body right,8b2c8dc4df28de7440738990a8078027fd1440bfa878fcf00de25285f92bf3f5,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",353,156,353,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G16-  double kick_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G16-  double kick,454fc358ab420ba4507429dc2b4cecbf80b63aabe6c478931bb3f3ce026cd149,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",476,156,476,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G17-  push kick left_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G17-  push kick left,8b80015e2a6b33b3bb1552b357514175f44883cba58dcfdc67ef7d82620f2bf0,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",546,156,546,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G18-  push kick right_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G18-  push kick right,2490189a9b64895116f64e4336ed42fc4ec8e428db69cfc1c7176e8e20ce2439,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",347,156,347,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G19-  reverse spin cresent left t2_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G19-  reverse spin cresent left t2,4e8ad2b52ea20fe3735535927fe36639abb10fd956cd80cac9f9536679a095ed,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",380,156,380,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G19-  reverse spin cresent left_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G19-  reverse spin cresent left,19208f1aa5ff3710f5055e23b4ccaadc3181110b1ce736f8ac1db3cdcfd1b140,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",389,156,389,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G2 - Sidekick leading left_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G2 - Sidekick leading left,407e3abb70f716f9863601011603aacf819c6e1e2f214dc50ac136350a107455,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",335,156,335,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G20 -  reverse spin cresent right_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G20 -  reverse spin cresent right,e5d1c94533846efd6a07038eb3bbfd74d3fdd695aedb9570fae57cb4e0dad9fb,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",342,156,342,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G3 - Sidekick leading right_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G3 - Sidekick leading right,be78f508b583fe8342cdb66837f28a27cafb966d3077003a3f748f20a5603888,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",238,156,238,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G3 - front kick_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G3 - front kick,eade3009d491b045680908e2098d68264bf5d9df962aeaf4e94945f5e49a5d6b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",277,156,277,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G4 -spinning back kick_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G4 -spinning back kick,e994039669ff83be86b6082ad273343eea902428215b97ca3a1935f0c0d9a488,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",329,156,329,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G5 -  back kick_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G5 -  back kick,2874d6393faba6106834b636a8c49c7e586c271e5627b850291e8d067a184917,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",274,156,274,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G6 -  axe kick_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G6 -  axe kick,1b6b7db7eaa27d6d7f6c568d2859519742254490b002c1d42a23e4aea860ef2b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",347,156,347,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G7 -  capoera_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G7 -  capoera,2246ed8203199880e10db1da690e6f1abc7c16f05cb8c93bb6f5b411a79acda2,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",283,156,283,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G8 -  roundhouse left_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G8 -  roundhouse left,df184f6a99ccd7c4a4c6cce865812e914844c63016039230245ae4c7d42b6853,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",307,156,307,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G9 -  roundhouse right_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G9 -  roundhouse right,b8a6d35291ff011b285e6d7249e3c7345164846f3d227d06d45b5abb16d157d2,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",215,156,215,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/G9-  roundhouse right t2_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,G9-  roundhouse right t2,262d44d139790d2ac33f393854640587357cf9026c5b6dc22399fa7cb5ab5041,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",338,156,338,3,120.0,male,ok,
ACCAD/Male2MartialArtsKicks_c3d/male2 Subject Cal 2_poses.npz,ACCAD,ACCAD/Male2MartialArtsKicks_c3d,ACCAD::Male2MartialArtsKicks_c3d,male2 Subject Cal 2,1f53895e100faf77f98e6eca7ccb090a3d9f9fa08c1a473d91bcb9af8b9318d1,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",261,156,261,3,120.0,male,ok,
