sequence_id,video_id,url,first_frame,last_frame,n_annotated_frames,source_height,dataset_annotation,gait_pattern_annotation,cam_view
cljdytzd800083n6l1vuekg83,5SBtTbfELUU,https://www.youtube.com/watch?v=5SBtTbfELUU,987,1091,105,360,Abnormal Gait,abnormal,front
cljdyypnd000c3n6lp8jaku1w,5SBtTbfELUU,https://www.youtube.com/watch?v=5SBtTbfELUU,1158,1264,107,360,Abnormal Gait,abnormal,back
cljnyb9qa00083n6l2b6wex1t,__CK--Y5I9w,https://www.youtube.com/watch?v=__CK--Y5I9w,376,441,66,224,Abnormal Gait,abnormal,back
cljnyexjp000d3n6ls42vn87x,_7bmPmDJuDA,https://www.youtube.com/watch?v=_7bmPmDJuDA,155,367,213,480,Abnormal Gait,exercise,right side
cljnyhuig000k3n6l1tt24vl1,_cJ8RK8-Emw,https://www.youtube.com/watch?v=_cJ8RK8-Emw,1,119,119,480,Abnormal Gait,inebriated,front
cljnyl8fe000r3n6lrz4uf8bb,_JflUshpjnc,https://www.youtube.com/watch?v=_JflUshpjnc,2148,2454,307,480,Abnormal Gait,antalgic,back
cljnyn1z3000v3n6lkxij2r22,_JflUshpjnc,https://www.youtube.com/watch?v=_JflUshpjnc,2551,2885,335,480,Abnormal Gait,antalgic,back
cljnyp2jq00123n6l1ijlzyn6,_O8IZaDu8H4,https://www.youtube.com/watch?v=_O8IZaDu8H4,201,416,216,480,Abnormal Gait,abnormal,front
cljnypth200163n6l1dfd5hbf,_O8IZaDu8H4,https://www.youtube.com/watch?v=_O8IZaDu8H4,419,607,189,480,Abnormal Gait,abnormal,left side
cljnyqv6p001a3n6ltpn3im47,_O8IZaDu8H4,https://www.youtube.com/watch?v=_O8IZaDu8H4,609,815,207,480,Abnormal Gait,abnormal,back
cljnythm4001j3n6l7hxzn2c4,_sf86EFdrqc,https://www.youtube.com/watch?v=_sf86EFdrqc,59,451,393,480,Abnormal Gait,abnormal,left side
cljnyv9zm001n3n6l5midofuq,_sf86EFdrqc,https://www.youtube.com/watch?v=_sf86EFdrqc,521,786,266,480,Abnormal Gait,abnormal,right side
cljnyxctl001v3n6l9flqlh5e,_vpgXOzgVgg,https://www.youtube.com/watch?v=_vpgXOzgVgg,113,233,121,720,Abnormal Gait,exercise,left side
cljnyzwbo00043n6lugyldlhu,_Wn9oYGpRdM,https://www.youtube.com/watch?v=_Wn9oYGpRdM,143,374,232,360,Abnormal Gait,parkinsons,front
cljnz3l34000c3n6ldapq560j,_Wn9oYGpRdM,https://www.youtube.com/watch?v=_Wn9oYGpRdM,971,1140,170,360,Abnormal Gait,parkinsons,back
cljnz4e8u000g3n6l1luikppo,_Wn9oYGpRdM,https://www.youtube.com/watch?v=_Wn9oYGpRdM,1213,1290,78,360,Abnormal Gait,parkinsons,front
cljnz4y5a000k3n6lkv4b1rjn,_Wn9oYGpRdM,https://www.youtube.com/watch?v=_Wn9oYGpRdM,1311,1430,120,360,Abnormal Gait,parkinsons,back
cljnz5sb1000o3n6lntosswwz,_Wn9oYGpRdM,https://www.youtube.com/watch?v=_Wn9oYGpRdM,1482,1562,81,360,Abnormal Gait,parkinsons,front
cljnz6vg1000s3n6lxxknbe72,_Wn9oYGpRdM,https://www.youtube.com/watch?v=_Wn9oYGpRdM,1644,1754,111,360,Abnormal Gait,parkinsons,back
cljnz7jnj000w3n6lku3pfvtm,_Wn9oYGpRdM,https://www.youtube.com/watch?v=_Wn9oYGpRdM,1797,1886,90,360,Abnormal Gait,parkinsons,front
cljo0ytcr00143n6lf5yeso30,_ZtLRn19mQE,https://www.youtube.com/watch?v=_ZtLRn19mQE,716,860,145,360,Abnormal Gait,exercise,right side
cljo0zeft00183n6l0oii1i7y,_ZtLRn19mQE,https://www.youtube.com/watch?v=_ZtLRn19mQE,928,1018,91,360,Abnormal Gait,exercise,left side
cljo10gje001c3n6l07zobvf1,_ZtLRn19mQE,https://www.youtube.com/watch?v=_ZtLRn19mQE,1225,1425,201,360,Abnormal Gait,exercise,right side
cljo11225001g3n6l7zdk56hb,_ZtLRn19mQE,https://www.youtube.com/watch?v=_ZtLRn19mQE,1504,1616,113,360,Abnormal Gait,exercise,left side
cljo15f2p001s3n6lvgsiqoki,0CdEPm-VYwA,https://www.youtube.com/watch?v=0CdEPm-VYwA,1,212,212,480,Abnormal Gait,abnormal,right side
cljo16d9a001w3n6lg07nk76y,0CdEPm-VYwA,https://www.youtube.com/watch?v=0CdEPm-VYwA,244,426,183,480,Abnormal Gait,abnormal,left side
cljo16xom001z3n6lfhv0be5m,0CdEPm-VYwA,https://www.youtube.com/watch?v=0CdEPm-VYwA,443,926,484,480,Abnormal Gait,abnormal,right side
cljo17jg300233n6lfdzpb7r6,0CdEPm-VYwA,https://www.youtube.com/watch?v=0CdEPm-VYwA,957,1460,504,480,Abnormal Gait,abnormal,left side
cljo17yhq00273n6loaq9lln6,0CdEPm-VYwA,https://www.youtube.com/watch?v=0CdEPm-VYwA,1465,1669,205,480,Abnormal Gait,abnormal,front
cljo18eon002b3n6lp02ku0w3,0CdEPm-VYwA,https://www.youtube.com/watch?v=0CdEPm-VYwA,1720,1895,176,480,Abnormal Gait,abnormal,back
cljo19dd1002f3n6lx3t94r7n,0CdEPm-VYwA,https://www.youtube.com/watch?v=0CdEPm-VYwA,1914,2330,417,480,Abnormal Gait,abnormal,front
cljo1a363002j3n6lcjk9wghk,0CdEPm-VYwA,https://www.youtube.com/watch?v=0CdEPm-VYwA,2356,2858,503,480,Abnormal Gait,abnormal,back
cljo1e30t002t3n6l8fvbqxa5,0cQOoqhD9Mo,https://www.youtube.com/watch?v=0cQOoqhD9Mo,1,232,232,480,Abnormal Gait,abnormal,
cljo1f64d002w3n6lesxbgihr,0cQOoqhD9Mo,https://www.youtube.com/watch?v=0cQOoqhD9Mo,436,824,389,480,Abnormal Gait,abnormal,back
cljo1ge6r00303n6lya0vn04h,0cQOoqhD9Mo,https://www.youtube.com/watch?v=0cQOoqhD9Mo,916,1213,298,480,Abnormal Gait,abnormal,front
cljo1kedv003c3n6l4p52mpyp,0XM23zRNHM8,https://www.youtube.com/watch?v=0XM23zRNHM8,143,214,72,480,Abnormal Gait,exercise,left side
cljo1mqee003m3n6lenghd74a,1Cw_ipuOIXo,https://www.youtube.com/watch?v=1Cw_ipuOIXo,162,405,244,480,Abnormal Gait,abnormal,back
cljo1nlnw003q3n6lpt6tvjf5,1Cw_ipuOIXo,https://www.youtube.com/watch?v=1Cw_ipuOIXo,446,635,190,480,Abnormal Gait,abnormal,front
cljo1phh2003y3n6l69kfyzp4,1eB_RXbyiC0,https://www.youtube.com/watch?v=1eB_RXbyiC0,117,377,261,480,Abnormal Gait,abnormal,front
cljo1r22b00453n6lzc828qd4,1MdBrKk7IL8,https://www.youtube.com/watch?v=1MdBrKk7IL8,30,93,64,204,Abnormal Gait,abnormal,left side
cljo1rjf100493n6lor0uc179,1MdBrKk7IL8,https://www.youtube.com/watch?v=1MdBrKk7IL8,118,190,73,204,Abnormal Gait,abnormal,right side
cljo1s7p1004d3n6lbqi16ndk,1MdBrKk7IL8,https://www.youtube.com/watch?v=1MdBrKk7IL8,221,275,55,204,Abnormal Gait,abnormal,left side
cljo1sszd004h3n6lf8w955ge,1MdBrKk7IL8,https://www.youtube.com/watch?v=1MdBrKk7IL8,304,366,63,204,Abnormal Gait,abnormal,right side
cljo1tiob004q3n6lap9yyt5l,1MdBrKk7IL8,https://www.youtube.com/watch?v=1MdBrKk7IL8,396,448,53,204,Abnormal Gait,abnormal,left side
cljo1twwk004t3n6l8leun97q,1MdBrKk7IL8,https://www.youtube.com/watch?v=1MdBrKk7IL8,469,571,103,204,Abnormal Gait,abnormal,right side
cljo1wt9j00533n6lzvn1a6d2,02GRR5xm1BY,https://www.youtube.com/watch?v=02GRR5xm1BY,3018,3232,215,360,Abnormal Gait,abnormal,back
cljo2it2u00043n6lwbfknran,2djYTirXUj4,https://www.youtube.com/watch?v=2djYTirXUj4,128,349,222,480,Abnormal Gait,exercise,left side
cljo2pc2p000c3n6l5f5bhadf,2t0-W_pQOu8,https://www.youtube.com/watch?v=2t0-W_pQOu8,327,538,212,360,Abnormal Gait,exercise,front
cljo2q6ki000g3n6le3mw7gbm,2t0-W_pQOu8,https://www.youtube.com/watch?v=2t0-W_pQOu8,648,954,307,360,Abnormal Gait,exercise,front
cljo2sm7w000r3n6lixdl066n,3_hiHQalywE,https://www.youtube.com/watch?v=3_hiHQalywE,1415,1666,252,480,Abnormal Gait,exercise,left side
cljo2teaa000v3n6l58tre0ur,3_hiHQalywE,https://www.youtube.com/watch?v=3_hiHQalywE,1922,2223,302,480,Abnormal Gait,exercise,right side
cljo2vai700133n6lr8vfevzs,3Et5ZTqMPmU,https://www.youtube.com/watch?v=3Et5ZTqMPmU,1,176,176,720,Abnormal Gait,exercise,right side
cljo2wwu7001a3n6ljmqm39l6,3KnFt8bH3tE,https://www.youtube.com/watch?v=3KnFt8bH3tE,16,111,96,480,Abnormal Gait,normal,right side
cljo2y1f7001e3n6lt1wgacw6,3KnFt8bH3tE,https://www.youtube.com/watch?v=3KnFt8bH3tE,113,197,85,480,Abnormal Gait,normal,right side
cljo2yqzp001i3n6lg75p7wtq,3KnFt8bH3tE,https://www.youtube.com/watch?v=3KnFt8bH3tE,199,259,61,480,Abnormal Gait,normal,back
cljo2zn41001m3n6lhbvww48i,3KnFt8bH3tE,https://www.youtube.com/watch?v=3KnFt8bH3tE,263,309,47,480,Abnormal Gait,normal,front
cljo30lnz001q3n6lopfty7q5,3KnFt8bH3tE,https://www.youtube.com/watch?v=3KnFt8bH3tE,311,390,80,480,Abnormal Gait,normal,front
cljo32213001u3n6lel97up5f,3KnFt8bH3tE,https://www.youtube.com/watch?v=3KnFt8bH3tE,561,630,70,480,Abnormal Gait,normal,front
cljo32ik2001y3n6lmmnu0sgo,3KnFt8bH3tE,https://www.youtube.com/watch?v=3KnFt8bH3tE,632,680,49,480,Abnormal Gait,normal,right side
cljo32xnz00223n6lvxzyif3y,3KnFt8bH3tE,https://www.youtube.com/watch?v=3KnFt8bH3tE,682,729,48,480,Abnormal Gait,normal,front
cljo33m8400263n6l4xxsl6ku,3KnFt8bH3tE,https://www.youtube.com/watch?v=3KnFt8bH3tE,754,797,44,480,Abnormal Gait,normal,back
cljo340cm002a3n6low42ugvh,3KnFt8bH3tE,https://www.youtube.com/watch?v=3KnFt8bH3tE,798,1967,1170,480,Abnormal Gait,normal,right side
cljo39ok9002h3n6ldr0w5sey,3KnFt8bH3tE,https://www.youtube.com/watch?v=3KnFt8bH3tE,15086,15359,274,480,Abnormal Gait,normal,right side
cljo3b2dy002l3n6l270vpzp8,3KnFt8bH3tE,https://www.youtube.com/watch?v=3KnFt8bH3tE,15729,16302,574,480,Abnormal Gait,normal,right side
cljo6mjzm00043n6lm20jh9gw,3QpsdYh7uhI,https://www.youtube.com/watch?v=3QpsdYh7uhI,1,49,49,480,Abnormal Gait,abnormal,front
cljo6na9q00083n6lajw2or7e,3QpsdYh7uhI,https://www.youtube.com/watch?v=3QpsdYh7uhI,131,175,45,480,Abnormal Gait,abnormal,front
cljo6nyzg000c3n6lx8ga01e2,3QpsdYh7uhI,https://www.youtube.com/watch?v=3QpsdYh7uhI,237,261,25,480,Abnormal Gait,abnormal,back
cljo6oiiv000g3n6lr7nwhvl8,3QpsdYh7uhI,https://www.youtube.com/watch?v=3QpsdYh7uhI,263,300,38,480,Abnormal Gait,abnormal,front
cljo6pd2x000k3n6lzncvjn3t,3QpsdYh7uhI,https://www.youtube.com/watch?v=3QpsdYh7uhI,384,424,41,480,Abnormal Gait,abnormal,front
cljo6uf24000v3n6l466kgki4,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,1,106,106,480,Abnormal Gait,abnormal,left side
cljo6vict000z3n6le2ct5haw,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,108,267,160,480,Abnormal Gait,abnormal,left side
cljo6xjhg00173n6ldwpsvaln,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,268,445,178,480,Abnormal Gait,abnormal,left side
cljo6z6kh001b3n6l38byy6ko,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,806,893,88,480,Abnormal Gait,abnormal,left side
cljo70i8d001f3n6l2s1ykcxd,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,912,1001,90,480,Abnormal Gait,abnormal,left side
cljo71lk4001j3n6lghxvvz0r,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,1002,1046,45,480,Abnormal Gait,abnormal,left side
cljo72lvo001n3n6lw5vlaf38,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,1047,1099,53,480,Abnormal Gait,abnormal,left side
cljo73h3a001r3n6l786njnar,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,1106,1129,24,480,Abnormal Gait,abnormal,left side
cljo73wlq001v3n6lwewuob3u,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,1131,1167,37,480,Abnormal Gait,abnormal,left side
cljo74u8m001z3n6ly63a0fod,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,1181,1220,40,480,Abnormal Gait,abnormal,left side
cljo75mgp00233n6lucgcvtnl,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,1221,1243,23,480,Abnormal Gait,abnormal,left side
cljo76b0900273n6lmbeb54nc,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,1244,1309,66,480,Abnormal Gait,abnormal,left side
cljo78m9d002f3n6lveadgdhf,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,2120,2224,105,480,Abnormal Gait,abnormal,left side
cljo7acd3002j3n6lhb0de2it,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,2578,2667,90,480,Abnormal Gait,abnormal,right side
cljo7bfwl002n3n6lnbxuwj21,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,2760,2876,117,480,Abnormal Gait,abnormal,right side
cljo7c1po002r3n6lbm26bmg1,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,2877,2938,62,480,Abnormal Gait,abnormal,right side
cljo7d25e002v3n6lmau0u1wr,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,3050,3151,102,480,Abnormal Gait,abnormal,back
cljo7e7vi002z3n6leux4ut5h,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,3152,3246,95,480,Abnormal Gait,abnormal,front
cljo7eycd00333n6loe70zhzt,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,3247,3422,176,480,Abnormal Gait,abnormal,right side
cljo7gra200373n6l6nyp18h5,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,3813,3896,84,480,Abnormal Gait,abnormal,right side
cljo7hgu0003b3n6l308z3y8e,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,3898,4057,160,480,Abnormal Gait,abnormal,right side
cljo7i1y4003f3n6leim4miol,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,4058,4130,73,480,Abnormal Gait,abnormal,right side
cljo7iy1d003j3n6lvhf98cre,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,4179,4498,320,480,Abnormal Gait,abnormal,right side
cljo7jzuh003n3n6l6ahn59qf,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,4499,4583,85,480,Abnormal Gait,abnormal,right side
cljo7kwe8003r3n6ll7efdgv6,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,4761,4869,109,480,Abnormal Gait,abnormal,left side
cljo7lyhc003v3n6lf30a51uz,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,4908,5048,141,480,Abnormal Gait,abnormal,left side
cljo7pfaj00433n6lnt8eedbx,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,8820,8905,86,480,Abnormal Gait,abnormal,left side
cljo7pxn500473n6lwuo5m466,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,8911,9017,107,480,Abnormal Gait,abnormal,left side
cljo7qni2004b3n6lhr5cbmt6,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,9019,9119,101,480,Abnormal Gait,abnormal,left side
cljo7rfp9004f3n6l8r52qile,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,9154,9288,135,480,Abnormal Gait,abnormal,right side
cljo7s6cc004j3n6lqerc9fdt,4BoP-MiNe3k,https://www.youtube.com/watch?v=4BoP-MiNe3k,9289,9378,90,480,Abnormal Gait,abnormal,right side
cljo817z5004u3n6le3srfa4t,4Yiqk-ud8rI,https://www.youtube.com/watch?v=4Yiqk-ud8rI,243,649,407,360,Abnormal Gait,myopathic,front
cljo83yl800513n6lfglf5jn8,05oyBOE_0UE,https://www.youtube.com/watch?v=05oyBOE_0UE,3826,3978,153,480,Abnormal Gait,myopathic,back
cljo84jju00553n6lmgm4dqtb,05oyBOE_0UE,https://www.youtube.com/watch?v=05oyBOE_0UE,4031,4213,183,480,Abnormal Gait,myopathic,front
cljo86iyn005d3n6lhr0el9mm,5bp2zHz_7_A,https://www.youtube.com/watch?v=5bp2zHz_7_A,35,259,225,480,Abnormal Gait,abnormal,back
cljo875nq005h3n6lgtoxz2ug,5bp2zHz_7_A,https://www.youtube.com/watch?v=5bp2zHz_7_A,302,500,199,480,Abnormal Gait,abnormal,front
cljo89aiv005p3n6lqmsre4c2,5fczU8Exs70,https://www.youtube.com/watch?v=5fczU8Exs70,263,1115,853,480,Abnormal Gait,exercise,right side
cljo8c0sw005w3n6l9ulr2eg2,5gpoegYv1hs,https://www.youtube.com/watch?v=5gpoegYv1hs,1128,1268,141,480,Abnormal Gait,stroke,back
cljo8cyv500603n6lyl148tmg,5gpoegYv1hs,https://www.youtube.com/watch?v=5gpoegYv1hs,1271,1576,306,480,Abnormal Gait,stroke,front
cljo8e32t00643n6l37ncjeic,5gpoegYv1hs,https://www.youtube.com/watch?v=5gpoegYv1hs,1578,2180,603,480,Abnormal Gait,stroke,left side
cljo8eumx00683n6le2s7myd4,5gpoegYv1hs,https://www.youtube.com/watch?v=5gpoegYv1hs,2792,3145,354,480,Abnormal Gait,stroke,left side
cljo8fdke006c3n6lr8bzjjgi,5gpoegYv1hs,https://www.youtube.com/watch?v=5gpoegYv1hs,3147,3452,306,480,Abnormal Gait,stroke,front
cljo8g74m006g3n6l6kuxy9cf,5gpoegYv1hs,https://www.youtube.com/watch?v=5gpoegYv1hs,3455,3758,304,480,Abnormal Gait,stroke,front
cljo8hcfv006k3n6lgrx0fcpx,5gpoegYv1hs,https://www.youtube.com/watch?v=5gpoegYv1hs,3760,4332,573,480,Abnormal Gait,stroke,right side
cljr306j300043n6lha3jpr8z,7jJVj2ZNk_E,https://www.youtube.com/watch?v=7jJVj2ZNk_E,1,424,424,360,Abnormal Gait,abnormal,right side
cljr31smq00083n6lcpk6x77s,7jJVj2ZNk_E,https://www.youtube.com/watch?v=7jJVj2ZNk_E,531,943,413,360,Abnormal Gait,abnormal,left side
cljr32xw2000c3n6lo5snxl4u,7jJVj2ZNk_E,https://www.youtube.com/watch?v=7jJVj2ZNk_E,969,2006,1038,360,Abnormal Gait,abnormal,right side
cljr33rc7000g3n6lt9i4czix,7jJVj2ZNk_E,https://www.youtube.com/watch?v=7jJVj2ZNk_E,2030,3231,1202,360,Abnormal Gait,abnormal,left side
cljr34d8n000k3n6la33g2yh8,7jJVj2ZNk_E,https://www.youtube.com/watch?v=7jJVj2ZNk_E,3238,3693,456,360,Abnormal Gait,abnormal,front
cljr35dz2000o3n6ldv8nzdn2,7jJVj2ZNk_E,https://www.youtube.com/watch?v=7jJVj2ZNk_E,3848,4208,361,360,Abnormal Gait,abnormal,back
cljr36aul000s3n6lw1f1eyrc,7jJVj2ZNk_E,https://www.youtube.com/watch?v=7jJVj2ZNk_E,4230,5457,1228,360,Abnormal Gait,abnormal,front
cljr36rk2000w3n6laa36l6gs,7jJVj2ZNk_E,https://www.youtube.com/watch?v=7jJVj2ZNk_E,5482,6353,872,360,Abnormal Gait,abnormal,back
cljr3h0u500163n6lgbf967hh,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,39,118,80,480,Abnormal Gait,style,right side
cljr3ivxh001a3n6l7j382lyt,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,268,304,37,480,Abnormal Gait,style,right side
cljr3jq8m001e3n6legw30pqn,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,324,438,115,480,Abnormal Gait,style,left side
cljr3kiht001i3n6l4jq31vhh,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,447,500,54,480,Abnormal Gait,style,left side
cljr3lvzs001n3n6l5805w9wq,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,513,586,74,480,Abnormal Gait,style,left side
cljr3n1ca001r3n6l2qydcdn2,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,599,716,118,480,Abnormal Gait,style,left side
cljr3ovxy001v3n6lp1ru2833,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,951,984,34,480,Abnormal Gait,style,right side
cljr3pl9g001z3n6luaky2d90,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,996,1034,39,480,Abnormal Gait,style,right side
cljr3qjx300233n6ltiah1f9z,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,1058,1179,122,480,Abnormal Gait,style,right side
cljr3sirn002b3n6l8et3iuyo,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,1510,1614,105,480,Abnormal Gait,style,left side
cljr3tvxt002f3n6lui2z8qw7,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,1995,2276,282,480,Abnormal Gait,style,right side
cljr3vdmx002j3n6ldt042b04,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,2489,2580,92,480,Abnormal Gait,style,left side
cljr3woy9002n3n6lh2dqz6hk,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,2601,2691,91,480,Abnormal Gait,style,left side
cljr3y3de002r3n6ld2hr4lka,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,3174,3227,54,480,Abnormal Gait,style,left side
cljr3yz5f002v3n6lcvv0x2kh,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,3234,3314,81,480,Abnormal Gait,style,right side
cljr3zsb6002z3n6lx6emjomm,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,3316,3406,91,480,Abnormal Gait,style,left side
cljr40g2x00333n6lb1nksqeh,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,3408,3481,74,480,Abnormal Gait,style,left side
cljr41gm600373n6l0lw102v7,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,3483,3623,141,480,Abnormal Gait,style,right side
cljr42eoh003b3n6lo0fmcy5k,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,3631,3687,57,480,Abnormal Gait,style,left side
cljr439n0003f3n6lmanh0f5o,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,3691,3790,100,480,Abnormal Gait,style,left side
cljr44fvu003l3n6l5mjp10bs,7nIQv3K_-Qc,https://www.youtube.com/watch?v=7nIQv3K_-Qc,3869,3970,102,480,Abnormal Gait,style,front
cljr4k94300043n6lau0823r3,7OcKkW8_LUU,https://www.youtube.com/watch?v=7OcKkW8_LUU,614,770,157,480,Abnormal Gait,abnormal,front
cljr4m03300083n6l8udync6s,7OcKkW8_LUU,https://www.youtube.com/watch?v=7OcKkW8_LUU,1804,2019,216,480,Abnormal Gait,abnormal,front
cljr4nffe000c3n6ldehpf7mo,7OcKkW8_LUU,https://www.youtube.com/watch?v=7OcKkW8_LUU,2834,3002,169,480,Abnormal Gait,abnormal,front
cljr4ocop000g3n6ltgnuhwj9,7OcKkW8_LUU,https://www.youtube.com/watch?v=7OcKkW8_LUU,3749,3871,123,480,Abnormal Gait,abnormal,front
cljr4pd4f000k3n6l64jbh99c,7OcKkW8_LUU,https://www.youtube.com/watch?v=7OcKkW8_LUU,4922,5057,136,480,Abnormal Gait,abnormal,front
cljr4qair000o3n6lfd04bbxe,7OcKkW8_LUU,https://www.youtube.com/watch?v=7OcKkW8_LUU,5965,6122,158,480,Abnormal Gait,abnormal,front
cljr4rcwq000s3n6lxu1mjryx,7OcKkW8_LUU,https://www.youtube.com/watch?v=7OcKkW8_LUU,6914,7107,194,480,Abnormal Gait,abnormal,front
cljr4wlt0000z3n6l0984n9o3,7Ps0YIF-BS0,https://www.youtube.com/watch?v=7Ps0YIF-BS0,1,416,416,854,Abnormal Gait,abnormal,back
cljr4ymb700133n6lw4sannwy,7Ps0YIF-BS0,https://www.youtube.com/watch?v=7Ps0YIF-BS0,1217,1634,418,854,Abnormal Gait,abnormal,back
cljr4zha200173n6l6dz5hydi,7Ps0YIF-BS0,https://www.youtube.com/watch?v=7Ps0YIF-BS0,1659,1833,175,854,Abnormal Gait,abnormal,front
cljr537dq001f3n6lvf21d511,7xcj-byGS4w,https://www.youtube.com/watch?v=7xcj-byGS4w,1,35,35,480,Abnormal Gait,exercise,left side
cljr54uda001m3n6l860vhc06,-8_Z42sFGe0,https://www.youtube.com/watch?v=-8_Z42sFGe0,685,1179,495,480,Abnormal Gait,exercise,right side
cljr55r70001q3n6lw19ugq0p,-8_Z42sFGe0,https://www.youtube.com/watch?v=-8_Z42sFGe0,1541,1815,275,480,Abnormal Gait,exercise,right side
cljr58u0i001x3n6l46dafwej,8CmYE7Tt9mI,https://www.youtube.com/watch?v=8CmYE7Tt9mI,216,362,147,720,Abnormal Gait,exercise,front
cljr59m8e00213n6l2yf4rga3,8CmYE7Tt9mI,https://www.youtube.com/watch?v=8CmYE7Tt9mI,520,636,117,720,Abnormal Gait,exercise,front
cljr5a80800253n6lzu0jmkx6,8CmYE7Tt9mI,https://www.youtube.com/watch?v=8CmYE7Tt9mI,730,850,121,720,Abnormal Gait,exercise,front
cljr5dmk000043n6l5cme80uw,8D1zn39NfJs,https://www.youtube.com/watch?v=8D1zn39NfJs,96,335,240,360,Abnormal Gait,exercise,right side
cljr5fc5d000b3n6lkvc71zyl,8mTHlAIdea0,https://www.youtube.com/watch?v=8mTHlAIdea0,738,1133,396,360,Abnormal Gait,stroke,right side
cljr5hwxc000f3n6lof5w9tyt,8mTHlAIdea0,https://www.youtube.com/watch?v=8mTHlAIdea0,1387,1468,82,360,Abnormal Gait,stroke,right side
cljr5iki0000j3n6lwi8z5nh6,8mTHlAIdea0,https://www.youtube.com/watch?v=8mTHlAIdea0,1593,1729,137,360,Abnormal Gait,stroke,right side
cljr5jk0h000n3n6la34mkdfz,8mTHlAIdea0,https://www.youtube.com/watch?v=8mTHlAIdea0,1739,1979,241,360,Abnormal Gait,stroke,right side
cljr5nnwf000w3n6l8byrugrq,8NlJgIySMG0,https://www.youtube.com/watch?v=8NlJgIySMG0,1,503,503,480,Abnormal Gait,myopathic,back
