method,split,seed,extractor,evidence_status,metric,value,endpoint,scale_policy,condition,rank
unchanged,development,17,rtmpose_m,automated-source-screen,ankle_separation_mae,0.0294541119009229,all_valid_synthetic,frame_reference,all_conditions,14.0
unchanged,development,17,vitpose_base,automated-source-screen,ankle_separation_mae,0.03434203306662099,all_valid_synthetic,frame_reference,all_conditions,13.0
coordinate,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.008379434399876652,all_valid_synthetic,frame_reference,all_conditions,14.0
coordinate,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.008333183269546256,all_valid_synthetic,frame_reference,all_conditions,11.0
coordinate,development,17,vitpose_base,automated-source-screen,amplitude_error,0.00939091265232291,all_valid_synthetic,frame_reference,all_conditions,6.0
direct,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.006590147535840045,all_valid_synthetic,frame_reference,all_conditions,5.0
direct,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.006105830666680887,all_valid_synthetic,frame_reference,all_conditions,1.0
direct,development,17,vitpose_base,automated-source-screen,amplitude_error,0.007235048354579766,all_valid_synthetic,frame_reference,all_conditions,1.0
filter0,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.007500581146484817,all_valid_synthetic,frame_reference,all_conditions,11.0
filter0,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.007452548100921665,all_valid_synthetic,frame_reference,all_conditions,10.0
filter0,development,17,vitpose_base,automated-source-screen,amplitude_error,0.010156955743818629,all_valid_synthetic,frame_reference,all_conditions,12.0
filter1,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.006113691413333064,all_valid_synthetic,frame_reference,all_conditions,3.0
filter1,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.007249019661904135,all_valid_synthetic,frame_reference,all_conditions,6.0
filter1,development,17,vitpose_base,automated-source-screen,amplitude_error,0.00934453828217172,all_valid_synthetic,frame_reference,all_conditions,5.0
filter2,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.005705082480808111,all_valid_synthetic,frame_reference,all_conditions,1.0
filter2,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.007148060978706372,all_valid_synthetic,frame_reference,all_conditions,3.0
filter2,development,17,vitpose_base,automated-source-screen,amplitude_error,0.008862518438874478,all_valid_synthetic,frame_reference,all_conditions,4.0
initialized,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.007442780246445553,all_valid_synthetic,frame_reference,all_conditions,9.0
initialized,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.007337837410288435,all_valid_synthetic,frame_reference,all_conditions,8.0
initialized,development,17,vitpose_base,automated-source-screen,amplitude_error,0.010175696147671215,all_valid_synthetic,frame_reference,all_conditions,14.0
joint_affine,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.006525406377916987,all_valid_synthetic,frame_reference,all_conditions,4.0
joint_affine,development,17,rtmpose_m,automated-source-screen,amplitude_error,,all_valid_synthetic,frame_reference,all_conditions,
joint_affine,development,17,vitpose_base,automated-source-screen,amplitude_error,0.008826488955204454,all_valid_synthetic,frame_reference,all_conditions,3.0
joint_offset,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.007504113205658746,all_valid_synthetic,frame_reference,all_conditions,13.0
joint_offset,development,17,rtmpose_m,automated-source-screen,amplitude_error,,all_valid_synthetic,frame_reference,all_conditions,
joint_offset,development,17,vitpose_base,automated-source-screen,amplitude_error,0.010144240681284444,all_valid_synthetic,frame_reference,all_conditions,10.0
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.007292799481357962,all_valid_synthetic,frame_reference,all_conditions,6.0
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.007260584002672519,all_valid_synthetic,frame_reference,all_conditions,7.0
ordinary_jepa,development,17,vitpose_base,automated-source-screen,amplitude_error,0.009876931797324823,all_valid_synthetic,frame_reference,all_conditions,7.0
paired_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.007305232500831433,all_valid_synthetic,frame_reference,all_conditions,7.0
paired_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.007210135281907207,all_valid_synthetic,frame_reference,all_conditions,4.0
paired_jepa,development,17,vitpose_base,automated-source-screen,amplitude_error,0.009877655198403133,all_valid_synthetic,frame_reference,all_conditions,8.0
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.007356894900610192,all_valid_synthetic,frame_reference,all_conditions,8.0
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.007244313897729866,all_valid_synthetic,frame_reference,all_conditions,5.0
shuffled_jepa,development,17,vitpose_base,automated-source-screen,amplitude_error,0.009947076089580882,all_valid_synthetic,frame_reference,all_conditions,9.0
smoothnet,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.007475487315284239,all_valid_synthetic,frame_reference,all_conditions,10.0
smoothnet,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.007438063128231013,all_valid_synthetic,frame_reference,all_conditions,9.0
smoothnet,development,17,vitpose_base,automated-source-screen,amplitude_error,0.010151321205407071,all_valid_synthetic,frame_reference,all_conditions,11.0
static,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.006064547478359227,all_valid_synthetic,frame_reference,all_conditions,2.0
static,development,17,rtmpose_m,automated-source-screen,amplitude_error,0.006362843924908907,all_valid_synthetic,frame_reference,all_conditions,2.0
static,development,17,vitpose_base,automated-source-screen,amplitude_error,0.007806019846407821,all_valid_synthetic,frame_reference,all_conditions,2.0
unchanged,development,17,hrnet_w32,automated-source-screen,amplitude_error,0.007500581146484817,all_valid_synthetic,frame_reference,all_conditions,11.0
unchanged,development,17,rtmpose_m,automated-source-screen,amplitude_error,,all_valid_synthetic,frame_reference,all_conditions,
unchanged,development,17,vitpose_base,automated-source-screen,amplitude_error,0.010156955743818629,all_valid_synthetic,frame_reference,all_conditions,12.0
coordinate,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.236221595283285,all_valid_synthetic,frame_reference,all_conditions,
coordinate,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.0443613263156066,all_valid_synthetic,frame_reference,all_conditions,
coordinate,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.2628686794100132,all_valid_synthetic,frame_reference,all_conditions,
direct,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.5003027323486475,all_valid_synthetic,frame_reference,all_conditions,
direct,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.3604306136708284,all_valid_synthetic,frame_reference,all_conditions,
direct,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.5775889628930446,all_valid_synthetic,frame_reference,all_conditions,
filter0,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.512518897792186,all_valid_synthetic,frame_reference,all_conditions,
filter0,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.3496421530842129,all_valid_synthetic,frame_reference,all_conditions,
filter0,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.6913989173635742,all_valid_synthetic,frame_reference,all_conditions,
filter1,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.2694685638211423,all_valid_synthetic,frame_reference,all_conditions,
filter1,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.259223678589796,all_valid_synthetic,frame_reference,all_conditions,
filter1,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.531740869131725,all_valid_synthetic,frame_reference,all_conditions,
filter2,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.155270180814109,all_valid_synthetic,frame_reference,all_conditions,
filter2,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.1901174008150548,all_valid_synthetic,frame_reference,all_conditions,
filter2,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.4306693761964022,all_valid_synthetic,frame_reference,all_conditions,
initialized,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.5488964614780498,all_valid_synthetic,frame_reference,all_conditions,
initialized,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.3806885386619931,all_valid_synthetic,frame_reference,all_conditions,
initialized,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.7282541614554832,all_valid_synthetic,frame_reference,all_conditions,
joint_affine,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.1776079840876184,all_valid_synthetic,frame_reference,all_conditions,
joint_affine,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,all_valid_synthetic,frame_reference,all_conditions,
joint_affine,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.3286294333780106,all_valid_synthetic,frame_reference,all_conditions,
joint_offset,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.513208659456398,all_valid_synthetic,frame_reference,all_conditions,
joint_offset,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,all_valid_synthetic,frame_reference,all_conditions,
joint_offset,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.691914373607624,all_valid_synthetic,frame_reference,all_conditions,
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.527142268193169,all_valid_synthetic,frame_reference,all_conditions,
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.3619073058631934,all_valid_synthetic,frame_reference,all_conditions,
ordinary_jepa,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.6912274316012057,all_valid_synthetic,frame_reference,all_conditions,
paired_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.5204796134201635,all_valid_synthetic,frame_reference,all_conditions,
paired_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.3504476907850613,all_valid_synthetic,frame_reference,all_conditions,
paired_jepa,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.6860435953081883,all_valid_synthetic,frame_reference,all_conditions,
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.5257058755141046,all_valid_synthetic,frame_reference,all_conditions,
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.3577025408701422,all_valid_synthetic,frame_reference,all_conditions,
shuffled_jepa,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.693541149272105,all_valid_synthetic,frame_reference,all_conditions,
smoothnet,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.5067919840281248,all_valid_synthetic,frame_reference,all_conditions,
smoothnet,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.3470233836388,all_valid_synthetic,frame_reference,all_conditions,
smoothnet,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.6908371827599802,all_valid_synthetic,frame_reference,all_conditions,
static,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.2760453061495531,all_valid_synthetic,frame_reference,all_conditions,
static,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.1082723653867899,all_valid_synthetic,frame_reference,all_conditions,
static,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.452543677728392,all_valid_synthetic,frame_reference,all_conditions,
unchanged,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.512518897792186,all_valid_synthetic,frame_reference,all_conditions,
unchanged,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,all_valid_synthetic,frame_reference,all_conditions,
unchanged,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.6913989173635742,all_valid_synthetic,frame_reference,all_conditions,
coordinate,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,frame_reference,all_conditions,
coordinate,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,frame_reference,all_conditions,
coordinate,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,frame_reference,all_conditions,
direct,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,frame_reference,all_conditions,
direct,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,frame_reference,all_conditions,
direct,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,frame_reference,all_conditions,
filter0,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,frame_reference,all_conditions,
filter0,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,frame_reference,all_conditions,
filter0,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,frame_reference,all_conditions,
